113.77,0,336925,1427967000
114.13,0,186920,1427967900
114.32,0,231508,1427968800
114.22,0,155873,1427969700
114.21,0,115035,1427970600
114.07,0,130719,1427971500
114.3,0,63988,1427972400
114.36,0,93606,1427973300
114.39,0,136238,1427974200
114.37,0,112621,1427975100
114.16,0,78578,1427976000
114.37,0,70356,1427976900
114.6138,0,76851,1427977800
114.411,0,91373,1427978700
114.54,0,85944,1427979600
114.6,0,72555,1427980500
114.5499,0,74217,1427981400
114.72,0,121295,1427982300
114.79,0,67965,1427983200
114.76,0,64078,1427984100
114.52,0,64704,1427985000
114.62,0,85146,1427985900
114.48,0,110882,1427986800
114.4,0,200326,1427987700
114.71,0,155918,1427988600
114.55,0,337210,1427989500
114.56,0,252885,1428312600
114.76,0,88835,1428313500
114.67,0,98958,1428314400
115.48,0,121205,1428315300
115.34,0,86958,1428316200
115.35,0,81666,1428317100
115.33,0,67840,1428318000
115.342,0,60541,1428318900
115.39,0,56194,1428319800
115.3,0,51208,1428320700
115.29,0,58336,1428321600
115.4,0,133926,1428322500
115.22,0,62841,1428323400
115.32,0,41476,1428324300
115.245,0,66681,1428325200
115.29,0,56874,1428326100
115.09,0,52131,1428327000
115.1998,0,56325,1428327900
115.22,0,68813,1428328800
115.27,0,46735,1428329700
115.28,0,74406,1428330600
115.11,0,68491,1428331500
115.12,0,103284,1428332400
115.055,0,95855,1428333300
115.14,0,127825,1428334200
114.99,0,305801,1428335100
115.62,0.0058,328833,1428414668027
115.2,0.0022,420883,1428415568706
115.3,0.003,521026,1428416469445
115.43,0.0042,609451,1428417370238
115.5,0.0048,762989,1428418271043
115.35,0.0034999999999999996,846639,1428419172531
115.39,0.0038,935373,1428420073333
115.6,0.005699999999999999,1017201,1428420974161
115.58,0.0055000000000000005,1104381,1428421874981
115.59,0.005600000000000001,1219152,1428422775795
115.61,0.005699999999999999,1303786,1428423676484
115.61,0.005699999999999999,1388766,1428424577160
115.45,0.0043,1448027,1428425477835
115.54,0.0052,1492135,1428426378754
115.58,0.0055000000000000005,1553059,1428427280683
115.34,0.0034000000000000002,1620340,1428428181592
115.3,0.003,1679523,1428429082328
115.36,0.0036,1732783,1428429983025
115.25,0.0026,1786843,1428430883856
115.27,0.0028000000000000004,1835664,1428431784542
